RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
220,,FieldPoint Petroleum Corporation Warrant expiring 2018,,2008-12-19,-0.282403625381655
221,,Belmond Ltd. Class A Common Stock,International Equity,,-0.11400039211879191
222,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Domestic Equity,2016-01-15,0.049168126908561864
223,DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),International Equity,2016-05-27,0.1319441169437401
224,Lockheed Martin Corporation Common Stock,Lockheed Martin Corporation Common Stock,Domestic Equity,2022-03-06,
225,"Oceaneering International, Inc. Common Stock","Oceaneering International, Inc. Common Stock",International Equity,2001-06-30,0.059134766072363565
226,RevenueShares Large Cap,RevenueShares Large Cap,,2002-04-18,0.3230450392084387
227,"American International Group, Inc. Warrant expiring January 19, 2021","American International Group, Inc. Warrant expiring January 19, 2021",Domestic Equity,2016-03-06,-0.02629293934277293
228,Nuveen Ohio Quality Income Municipal Fund Common Stock,Nuveen Ohio Quality Income Municipal Fund Common Stock,International Equity,2017-05-07,-0.1581719693959303
229,Bank of America Corporation MITTS Linked tothe Dow Jones Industrial Average Index Linked Note,Bank of America Corporation MITTS Linked tothe Dow Jones Industrial Average Index Linked Note,,,
230,"Anthem, Inc. Common Stock","Anthem, Inc. Common Stock",Domestic Equity,2005-01-31,0.49405808546164004
231,Nuveen Flexible Investment Income Fund Common Shares of Beneficial Interest,Nuveen Flexible Investment Income Fund Common Shares of Beneficial Interest,Domestic Equity,2003-07-17,-0.16039561356946447
232,"OM Group, Inc. Common Stock","OM Group, Inc. Common Stock",Domestic Equity,2005-07-27,0.09380107103227546
233,Verso Corporation Common Stock,Verso Corporation Common Stock,International Equity,,
234,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),Domestic Equity,2009-07-12,0.30108758616711684
235,China Petroleum & Chemical Corporation Common Stock,China Petroleum & Chemical Corporation Common Stock,Domestic Equity,2005-02-10,0.016351775626809707
236,E,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI ETN,Domestic Equity,,
237,Inphi Corporation Common Stock $0.001 par value,Inphi Corporation Common Stock $0.001 par value,International Equity,2020-05-14,-0.15866478256016173
238,Torchmark Corporation Common Stock,Torchmark Corporation Common Stock,International Equity,2003-07-03,0.11196316439863105
239,"FBL Financial Group, Inc. Common Stock","FBL Financial Group, Inc. Common Stock",,2020-12-09,-0.5692264999655854
240,"Forum Energy Technologies, Inc. Common Stock","Forum Energy Technologies, Inc. Common Stock",,2006-04-19,-0.010490372335716617
241,Schwab Fundamental U.S. Large Company Index ETF,Schwab Fundamental U.S. Large Company Index ETF,,2012-11-01,-0.15775553369345066
242,PureFunds ISE Junior Silver (Small cap Miners/Explorers),PureFunds ISE Junior Silver (Small cap Miners/Explorers),ETF,2021-12-01,0.11747428304001273
243,,iShares Morningstar Mid-Cap ETF,ETF,2015-08-17,-0.1634086897131823
244,Allstate Corporation (The) Common Stock,Allstate Corporation (The) Common Stock,Domestic Equity,2009-08-22,-0.2509937029539134
245,International Paper Company Common Stock,International Paper Company Common Stock,Domestic Equity,2006-12-11,0.26085308008443936
246,"Blackrock MuniYield California Quality Fund, Inc. Common Stock","Blackrock MuniYield California Quality Fund, Inc. Common Stock",International Equity,2007-06-28,-0.16060596912668096
247,"Transamerica Income Shares, Inc. Common Stock","Transamerica Income Shares, Inc. Common Stock",International Equity,,0.05052274545655931
248,Viad Corp Common Stock,Viad Corp Common Stock,International Equity,2020-06-07,-0.19360888998464726
249,Guggenheim S&P 500 Equal Weight Industrials ETF,Guggenheim S&P 500 Equal Weight Industrials ETF,ETF,2001-10-01,-0.038663049701357505
250,ManpowerGroup Common Stock,ManpowerGroup Common Stock,International Equity,2011-12-03,-0.018070919041212212
251,Urstadt Biddle Properties Inc. Common Stock,Urstadt Biddle Properties Inc. Common Stock,International Equity,2013-05-09,0.15277672919039315
252,"Western Asset Global Partners Income Fund, Inc. Common Stock","Western Asset Global Partners Income Fund, Inc. Common Stock",Domestic Equity,2000-06-05,-0.18084191828390542
253,iShares MSCI Hong Kong Small,iShares MSCI Hong Kong Small-Cap ETF,ETF,2011-03-22,-0.07422663245294385
254,iShares International Preferred Stock ETF,iShares International Preferred Stock ETF,ETF,2001-01-04,-0.20032372132569493
255,Deutsche Bank Cap Fdg Tr IX Guaranteed Trust Preferred Securities,Deutsche Bank Cap Fdg Tr IX Guaranteed Trust Preferred Securities,Domestic Equity,,-0.0442240115532949
256,Vonage Holdings Corp. Common Stock,Vonage Holdings Corp. Common Stock,International Equity,2007-02-01,-0.07048393818312129
257,Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock,Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock,Domestic Equity,2018-01-09,-0.2983071071401975
258,,"Supreme Industries, Inc. Common Stock",International Equity,2008-10-30,0.2820249283335716
259,Axis Capital Holdings Limited Preferred Series C (Bermuda),Axis Capital Holdings Limited Preferred Series C (Bermuda),International Equity,2005-11-24,-0.01263719629933754
260,Tennant Company Common Stock,Tennant Company Common Stock,International Equity,2009-02-21,0.14108552339489858
261,"Waste Connections, Inc. Common Stock","Waste Connections, Inc. Common Stock",International Equity,2010-09-24,0.43469017786885467
262,"Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019","Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019",Domestic Equity,2015-04-18,-0.053598630644256
263,Guggenheim BulletShares 2017 Corporate Bond ETF,Guggenheim BulletShares 2017 Corporate Bond ETF,ETF,2006-09-24,-0.015859160945967822
264,Xcel Energy Inc. Common Stock,Xcel Energy Inc. Common Stock,Domestic Equity,2017-09-02,0.19128494957316458
265,,Credit Suisse ommodity Rotation ETN,Domestic Equity,2012-09-07,-0.12977026869785668
266,Schwab International Small,Schwab International Small-Cap Equity ETF,ETF,2005-06-12,-0.06930407259578489
267,Neuberger Berman MLP Income Fund Inc. Common Stock,Neuberger Berman MLP Income Fund Inc. Common Stock,International Equity,2012-02-05,
268,Kimco Realty Corporation Depositary Shares Representing 1/100 Shares of Redeemable Preferred Class H,Kimco Realty Corporation Depositary Shares Representing 1/100 Shares of Redeemable Preferred Class H,International Equity,2006-10-24,0.09494305273579115
269,"Omnicare, Inc. Trust Preferred Income Equity Redeemable Securities (PIERS)","Omnicare, Inc. Trust Preferred Income Equity Redeemable Securities (PIERS)",Domestic Equity,2005-08-06,0.10180042634564465
270,Global X MLP ETF,Global X MLP ETF,,2009-05-04,0.0677260981359524
271,Ares Capital Corporation 7.75% Senior Notes due 2040,Ares Capital Corporation 7.75% Senior Notes due 2040,Domestic Equity,2002-06-19,-0.06239978102637108
272,,Tsakos Energy Navigation Ltd Red Perp Pfd Ser B% (Bermuda),Domestic Equity,2020-04-21,0.17034582777597132
273,Iron Mountain Incorporated (Delaware)Common Stock,Iron Mountain Incorporated (Delaware)Common Stock,Domestic Equity,2022-12-30,0.1496896689471356
274,McDonald's Corporation Common Stock,McDonald's Corporation Common Stock,International Equity,2021-02-08,0.008970315441680933
275,Global X Lithium ETF,Global X Lithium ETF,ETF,2016-12-06,0.13683214856214085
276,"Gap, Inc. (The) Common Stock","Gap, Inc. (The) Common Stock",International Equity,2002-09-30,
277,PowerShares Intl Dividend Achievers,PowerShares Intl Dividend Achievers,ETF,2012-07-03,0.07082110636282593
278,"Enzo Biochem, Inc. Common Stock ($0.01 Par Value)","Enzo Biochem, Inc. Common Stock ($0.01 Par Value)",Domestic Equity,2010-09-21,0.051663086766290466
279,"Hercules Technology Growth Capital, Inc. Common Stock","Hercules Technology Growth Capital, Inc. Common Stock",Domestic Equity,2022-09-16,-0.13339048503791137
280,iShares iBoxx $ High Yield Corporate Bond ETF,iShares iBoxx $ High Yield Corporate Bond ETF,ETF,2009-03-06,0.28886766077795023
281,The Denali Fund Inc,The Denali Fund Inc,,2005-08-03,-0.14685270750920282
282,,Guggenheim International Multi-Asset Income Index ETF,ETF,2008-08-12,-0.33624729234972894
283,Public Storage Depositary Shares Representing 1/1000% Cumulative Pfd Sh Ben Int Series O,Public Storage Depositary Shares Representing 1/1000% Cumulative Pfd Sh Ben Int Series O,Domestic Equity,2018-08-08,-0.1390225962165506
284,"DGSE Companies, Inc. Common Stock","DGSE Companies, Inc. Common Stock",International Equity,2009-10-08,0.07260310491160246
285,NeoPhotonics Corporation Common Stock,NeoPhotonics Corporation Common Stock,International Equity,2012-05-13,0.0685006831008369
286,"GSE Systems, Inc. Common Stock","GSE Systems, Inc. Common Stock",International Equity,2000-04-22,0.0989780998776601
287,PowerShares XTF: Dynamic Market Portfolio,PowerShares XTF: Dynamic Market Portfolio,ETF,2019-12-12,0.19751135500254047
288,,Triangle Capital Corporation 6.375% Senior Notes due 2022,Domestic Equity,2020-04-16,-0.054685200041581325
289,Towers Watson & Co Common Stock Class A,Towers Watson & Co Common Stock Class A,,2002-11-02,-0.02679472062271838
290,"Apollo Residential Mortgage, Inc. Common Stock","Apollo Residential Mortgage, Inc. Common Stock",,2009-01-07,0.18929012522248084
291,AngloGold Ashanti Limited Common Stock,AngloGold Ashanti Limited Common Stock,Domestic Equity,,0.19853374930330245
292,Avista Corporation Common Stock,Avista Corporation Common Stock,Domestic Equity,2020-12-04,0.13251960872680008
293,"Hovnanian Enterprises, Inc. Class A Common Stock","Hovnanian Enterprises, Inc. Class A Common Stock",International Equity,,-0.044712482275219276
294,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares","Ares Dynamic Credit Allocation Fund, Inc. Common Shares",Domestic Equity,2002-03-03,-0.273273424276315
295,Western Asset High Income Fund II Inc. Common Stock,Western Asset High Income Fund II Inc. Common Stock,Domestic Equity,2014-10-19,-0.06649934065916854
296,"The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053","The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053",Domestic Equity,,-0.007451305185056512
297,Aspen Insurance Holdings Limited 5.95% Fixed,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,International Equity,2005-06-30,-0.2499989956921953
298,MFS Charter Income Trust Common Stock,MFS Charter Income Trust Common Stock,Domestic Equity,2005-04-04,0.200393900229037
299,Minerals Technologies Inc. Common Stock,Minerals Technologies Inc. Common Stock,International Equity,2018-03-25,-0.059026767873710695
300,First Trust Europe AlphaDEX Fund,First Trust Europe AlphaDEX Fund,,2005-04-02,
301,,Select Medical Holdings Corporation Common Stock,International Equity,2004-08-02,-0.17269233249518634
302,"Telefonica Brasil, S.A. ADS","Telefonica Brasil, S.A. ADS",Domestic Equity,2000-03-11,-0.05903346879188902
303,"Portugal Telecom SGPS, S.A . Common Stock","Portugal Telecom SGPS, S.A . Common Stock",Domestic Equity,2015-01-02,
304,FactSet Research Systems Inc. Common Stock,FactSet Research Systems Inc. Common Stock,Domestic Equity,2013-05-28,0.04404808955997942
305,"Webster Financial Corporation Warrant (expiring November 21, 2018)","Webster Financial Corporation Warrant (expiring November 21, 2018)",Domestic Equity,2000-02-22,
306,Brady Corporation Common Stock,Brady Corporation Common Stock,International Equity,2021-05-15,-0.2570525039344067
307,Agrium Inc. Common Stock,Agrium Inc. Common Stock,International Equity,2023-02-23,-0.3787469592108017
308,"Stanley Black & Decker, Inc. Corp Unit 2013","Stanley Black & Decker, Inc. Corp Unit 2013",,2011-11-28,0.02885169079468831
309,SPDR Nuveen S&P High Yield Municipal Bond ETF,SPDR Nuveen S&P High Yield Municipal Bond ETF,ETF,2010-11-14,-0.01512080954815503
310,Qwest Corporation 6.875% Notes due 2054,Qwest Corporation 6.875% Notes due 2054,,2001-04-05,0.14855406239836105
311,Delphi Automotive plc Ordinary Shares,Delphi Automotive plc Ordinary Shares,Domestic Equity,2016-09-14,0.04532526729393464
312,Horizons S&P Financial Select Sector Covered Call ETF,Horizons S&P Financial Select Sector Covered Call ETF,ETF,2008-11-01,-0.08748411560115774
313,India Globalization Capital Inc. Common Stock,India Globalization Capital Inc. Common Stock,International Equity,2000-02-16,-0.0009559086186927704
314,InfraCap MLP ETF,InfraCap MLP ETF,ETF,2010-07-13,-0.2142785566639172
315,Nuveen California AMT,Nuveen California AMT-Free Municipal Income Fund,International Equity,2011-09-08,-0.09137829320224003
316,Pacific Drilling S.A. Common Shares,Pacific Drilling S.A. Common Shares,Domestic Equity,2016-08-16,-0.3015481136921231
317,Madrona International ETF,Madrona International ETF,ETF,2006-07-26,-0.06874885960640886
318,iShares MSCI Japan Sm Cap,iShares MSCI Japan Sm Cap,ETF,2003-05-27,0.08086068443298852
319,Brunswick Corporation Common Stock,Brunswick Corporation Common Stock,Domestic Equity,2007-04-11,-0.41307891836257016
320,"Mohawk Industries, Inc. Common Stock","Mohawk Industries, Inc. Common Stock",,,0.03488305574544859
321,iShares Government/Credit Bond ETF,iShares Government/Credit Bond ETF,ETF,2012-07-15,0.2973419320348058
322,"StarTek, Inc. Common Stock","StarTek, Inc. Common Stock",,,0.10252220935832126
323,Western Copper and Gold Corporation Common Stock,Western Copper and Gold Corporation Common Stock,Domestic Equity,,-0.08493394913199437
324,"Higher One Holdings, Inc. Common Stock","Higher One Holdings, Inc. Common Stock",,2021-02-12,0.16772674941457993
325,Chesapeake Lodging Trust Common Shares of Beneficial Interest,Chesapeake Lodging Trust Common Shares of Beneficial Interest,International Equity,2003-10-15,
326,Vanguard High Dividend Yield ETF ,Vanguard High Dividend Yield ETF - DNQ,ETF,2017-01-21,-0.00899325681049866
327,The Cushing MLP Total Return Fund Common Shares of Beneficial Interest,The Cushing MLP Total Return Fund Common Shares of Beneficial Interest,Domestic Equity,2011-08-01,0.06833456383704702
328,Petrobras Argentina S.A. ADS,Petrobras Argentina S.A. ADS,Domestic Equity,2013-01-26,0.2872102811419143
329,SPDR MSCI ACWI ex,SPDR MSCI ACWI ex-US ETF,ETF,2011-08-29,-0.3636630282102564
330,Select Income REIT Common Shares of Beneficial Interest,Select Income REIT Common Shares of Beneficial Interest,Domestic Equity,2006-12-25,0.029202475528965793
331,Chicago Rivet & Machine Co. Common Stock,Chicago Rivet & Machine Co. Common Stock,Domestic Equity,2020-12-20,-0.2869661484839019
332,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest,Domestic Equity,2013-12-24,-0.18572972069143184
333,"Buckle, Inc. (The) Common Stock","Buckle, Inc. (The) Common Stock",Domestic Equity,2016-02-09,-0.24754974827720305
334,Markel Corporation Common Stock,Markel Corporation Common Stock,International Equity,2006-05-22,-0.21111851136693488
335,"Goldman Sachs Group, Inc. (The) 6.125% Notes due 2060","Goldman Sachs Group, Inc. (The) 6.125% Notes due 2060",Domestic Equity,,0.10592259154132477
336,Washington Real Estate Investment Trust Common Stock,Washington Real Estate Investment Trust Common Stock,International Equity,2022-06-24,0.12545045054430654
337,F.N.B. Corporation Common Stock,F.N.B. Corporation Common Stock,International Equity,2001-07-27,-0.1840864078869514
338,Eastman Chemical Company Common Stock,Eastman Chemical Company Common Stock,International Equity,2002-03-31,0.09156483149841564
339,Dean Foods Company Common Stock,Dean Foods Company Common Stock,Domestic Equity,,0.20607199609141688
340,Forestar Group Inc Common Stock,Forestar Group Inc Common Stock,Domestic Equity,2013-04-19,0.09143143486749745
341,Nuveen California Dividend Advantage Municipal Fund 3 Common Shares of Beneficial Interest,Nuveen California Dividend Advantage Municipal Fund 3 Common Shares of Beneficial Interest,International Equity,,-0.1545842435399837
